hex_id,h3_index,effective_start_date,effective_end_date,jp_district,boundary_vintage,assignment_method,assignment_status,boundary_source_url
3250,89489e26b47ffff,2012-01-01,2021-12-31,JP2,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
3251,89489e26b4bffff,2012-01-01,2021-12-31,JP2,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
3252,89489e26b4fffff,2012-01-01,2021-12-31,JP2,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
3253,89489e26b53ffff,2012-01-01,2021-12-31,JP2,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
3254,89489e26b57ffff,2012-01-01,2021-12-31,JP2,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
3255,89489e26b5bffff,2012-01-01,2021-12-31,JP2,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
3256,89489e26b63ffff,2012-01-01,2021-12-31,JP2,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
3257,89489e26b67ffff,2012-01-01,2021-12-31,JP2,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
3258,89489e26b6bffff,2012-01-01,2021-12-31,JP2,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
3259,89489e26b6fffff,2012-01-01,2021-12-31,JP2,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
3260,89489e26b73ffff,2012-01-01,2021-12-31,JP2,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
3261,89489e26b77ffff,2012-01-01,2021-12-31,JP2,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
3262,89489e26b7bffff,2012-01-01,2021-12-31,JP2,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
3263,89489e26b83ffff,2012-01-01,2021-12-31,JP2,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
3264,89489e26b87ffff,2012-01-01,2021-12-31,JP2,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
3265,89489e26b8bffff,2012-01-01,2021-12-31,JP2,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
3266,89489e26b8fffff,2012-01-01,2021-12-31,JP2,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
3267,89489e26b93ffff,2012-01-01,2021-12-31,JP2,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
3268,89489e26b97ffff,2012-01-01,2021-12-31,JP2,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
3269,89489e26b9bffff,2012-01-01,2021-12-31,JP2,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
3270,89489e26ba3ffff,2012-01-01,2021-12-31,JP2,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
3271,89489e26babffff,2012-01-01,2021-12-31,JP2,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
3272,89489e26bb3ffff,2012-01-01,2021-12-31,JP2,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
3273,89489e26bbbffff,2012-01-01,2021-12-31,JP2,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
3274,89489e26bc3ffff,2012-01-01,2021-12-31,JP2,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
3275,89489e26bc7ffff,2012-01-01,2021-12-31,JP2,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
3276,89489e26bcbffff,2012-01-01,2021-12-31,JP2,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
3277,89489e26bcfffff,2012-01-01,2021-12-31,JP2,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
3278,89489e26bd3ffff,2012-01-01,2021-12-31,JP2,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
3279,89489e26bd7ffff,2012-01-01,2021-12-31,JP2,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
3280,89489e26bdbffff,2012-01-01,2021-12-31,JP2,2012-2021,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/county_historical_administrative_boundaries/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2112,89489e2402fffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2120,89489e24067ffff,2022-01-01,,,2022-present,hex_point_on_surface,outside_official_precinct_geometry,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2121,89489e2406fffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2132,89489e240a7ffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2136,89489e240b7ffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2145,89489e24107ffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2146,89489e24113ffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2147,89489e24117ffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2148,89489e24123ffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2149,89489e24127ffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2150,89489e2412fffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2151,89489e24133ffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2152,89489e24137ffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2153,89489e2413bffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2154,89489e2414bffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2155,89489e2414fffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2156,89489e2415bffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2157,89489e2416bffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2158,89489e2416fffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2159,89489e24183ffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2160,89489e24187ffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2161,89489e2418bffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2162,89489e2418fffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2163,89489e24193ffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2164,89489e24197ffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2165,89489e2419bffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2166,89489e241a3ffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2167,89489e241abffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2168,89489e241afffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2169,89489e241b3ffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2170,89489e241b7ffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2171,89489e241bbffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2179,89489e24223ffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2180,89489e24227ffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2182,89489e2422fffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2184,89489e24237ffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2196,89489e2426fffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2219,89489e24303ffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2220,89489e24307ffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2221,89489e2430bffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2222,89489e2430fffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2223,89489e24313ffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2224,89489e24317ffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2225,89489e2431bffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2226,89489e24323ffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2227,89489e24327ffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2228,89489e2432bffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2229,89489e2432fffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2230,89489e24333ffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2231,89489e24337ffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2232,89489e2433bffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2233,89489e24343ffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2234,89489e24347ffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2235,89489e2434bffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2236,89489e2434fffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2237,89489e24353ffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2238,89489e24357ffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2239,89489e2435bffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2240,89489e24363ffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2241,89489e24367ffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2242,89489e2436bffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2243,89489e2436fffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2244,89489e24373ffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2245,89489e24377ffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2246,89489e2437bffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2247,89489e24383ffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2248,89489e24387ffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2249,89489e2438bffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2250,89489e2438fffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2251,89489e24393ffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2252,89489e24397ffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2253,89489e2439bffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2254,89489e243a3ffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
2255,89489e243a7ffff,2022-01-01,,JP1,2022-present,hex_point_on_surface,assigned,https://gis.wilco.org/arcgis/rest/services/public/adopted_county_precincts/MapServer/0/query?where=1%3D1&outFields=PCT_NUMBER&returnGeometry=true&outSR=4326&f=geojson
